Date,Value Traded,# of Transactions,# of Shares,Index,% Change
2017-10-30,196093.0,107.0,82087.0,3984.0,-0.19
2017-10-29,181961.0,96.0,87330.0,3992.0,-0.44
2017-10-26,254960.0,93.0,133114.0,4010.0,0.38
2017-10-25,208854.0,102.0,104869.0,3995.0,-0.28
2017-10-24,70453.0,68.0,33372.0,4006.0,-0.82
2017-10-23,220882.0,93.0,114419.0,4039.0,0.19
2017-10-22,274052.0,112.0,128298.0,4031.0,-0.96
2017-10-19,182679.0,141.0,79641.0,4070.0,1.99
2017-10-18,580009.0,270.0,252572.0,3991.0,-1.27
2017-10-17,181167.0,84.0,71789.0,4042.0,-0.45
2017-10-16,362752.0,170.0,184831.0,4060.0,-0.63
2017-10-15,219492.0,186.0,103754.0,4086.0,-0.37
2017-10-12,306148.0,241.0,145201.0,4101.0,1.53
2017-10-11,292492.0,231.0,144064.0,4040.0,1.21
2017-10-10,135748.0,112.0,56987.0,3991.0,0.23
2017-10-09,201837.0,166.0,81061.0,3982.0,-0.64
2017-10-08,526449.0,238.0,210178.0,4008.0,-1.59
2017-10-05,142967.0,115.0,61553.0,4072.0,0.45
2017-10-04,403616.0,329.0,177458.0,4054.0,-1.02
2017-10-03,390663.0,253.0,160436.0,4096.0,-2.23
2017-10-02,502975.0,149.0,261777.0,4189.0,-0.2
2017-10-01,212009.0,98.0,99784.0,4198.0,-0.71
2017-09-28,221975.0,118.0,102427.0,4228.0,0.87
2017-09-27,234861.0,114.0,115027.0,4191.0,-0.43
2017-09-26,83358.0,62.0,38510.0,4209.0,0.09
2017-09-25,160990.0,110.0,72139.0,4205.0,-0.39
2017-09-24,239492.0,115.0,100120.0,4221.0,0.28
2017-09-20,212412.0,132.0,84528.0,4209.0,0.14
2017-09-19,214936.0,123.0,99471.0,4203.0,-0.39
2017-09-18,109004.0,84.0,51412.0,4220.0,0.47
2017-09-17,150054.0,133.0,57673.0,4200.0,-0.85
2017-09-14,614387.0,272.0,256868.0,4237.0,-0.94
2017-09-13,120260.0,85.0,43584.0,4277.0,-0.44
2017-09-12,263413.0,146.0,92441.0,4296.0,-0.42
2017-09-11,448280.0,322.0,175383.0,4314.0,1.8
2017-09-10,103586.0,71.0,36085.0,4237.0,-0.73
2017-09-07,95518.0,66.0,35663.0,4269.0,0.43
2017-09-06,227057.0,139.0,78877.0,4250.0,-0.91
2017-09-05,289204.0,224.0,101165.0,4290.0,-2.6
2017-08-30,1012218.0,487.0,412996.0,4404.0,6.06
2017-08-29,398870.0,263.0,149518.0,4152.0,3.09
2017-08-28,215447.0,124.0,104411.0,4028.0,0.05
2017-08-27,79445.0,86.0,31473.0,4026.0,0.87
2017-08-24,415125.0,293.0,181627.0,3991.0,-1.13
2017-08-23,304000.0,165.0,114748.0,4037.0,0.48
2017-08-22,259969.0,142.0,95239.0,4017.0,-1.5
2017-08-21,151900.0,120.0,65384.0,4078.0,0.04
2017-08-20,275555.0,171.0,100539.0,4077.0,-1.91
2017-08-17,235536.0,177.0,90181.0,4156.0,-0.16
2017-08-16,350930.0,206.0,132236.0,4163.0,0.63
2017-08-14,117793.0,111.0,42505.0,4137.0,-1.51
2017-08-13,207925.0,115.0,74630.0,4200.0,-0.82
2017-08-10,154664.0,117.0,53396.0,4235.0,-0.53
2017-08-09,243502.0,103.0,88638.0,4258.0,-1.08
2017-08-08,246152.0,100.0,83425.0,4305.0,-0.45
2017-08-07,194188.0,118.0,69104.0,4324.0,0.41
2017-08-06,257154.0,165.0,90945.0,4306.0,-1.82
2017-08-03,112626.0,95.0,38432.0,4386.0,0.67
2017-08-02,338746.0,189.0,126306.0,4357.0,0.4
2017-08-01,832053.0,374.0,332564.0,4339.0,0.5
2017-07-31,916631.0,333.0,334380.0,4317.0,-1.46
2017-07-30,840945.0,329.0,292757.0,4382.0,-1.79
2017-07-27,1013425.0,341.0,344233.0,4462.0,-1.26
2017-07-26,339435.0,117.0,150735.0,4519.0,-0.5
2017-07-25,268193.0,123.0,89413.0,4541.0,-0.13
2017-07-24,808172.0,187.0,324386.0,4547.0,-0.82
2017-07-23,129690.0,85.0,42513.0,4585.0,-0.16
2017-07-20,570102.0,128.0,179898.0,4593.0,0.33
2017-07-19,276440.0,125.0,88376.0,4578.0,0.2
2017-07-18,266783.0,109.0,87630.0,4568.0,-0.72
2017-07-17,453559.0,174.0,146493.0,4602.0,-0.75
2017-07-16,208007.0,88.0,75034.0,4636.0,0.62
2017-07-13,171669.0,95.0,57645.0,4608.0,-0.39
2017-07-12,323325.0,102.0,106212.0,4626.0,-0.44
2017-07-11,591996.0,148.0,187952.0,4646.0,0.46
2017-07-10,454829.0,98.0,143837.0,4625.0,-0.36
2017-07-09,195122.0,97.0,66670.0,4652.0,0.38
2017-07-06,259926.0,110.0,85935.0,4634.0,0.39
2017-07-05,220128.0,74.0,74405.0,4616.0,0.63
2017-07-04,220128.0,74.0,74405.0,4616.0,0.63
2017-07-03,439652.0,142.0,140130.0,4588.0,0.46
2017-07-02,172802.0,96.0,59633.0,4567.0,-0.88
2017-06-29,181900.0,85.0,62015.0,4607.0,1.06
2017-06-22,495210.0,121.0,159304.0,4559.0,0.9
2017-06-21,152632.0,74.0,55467.0,4518.0,-0.37
2017-06-20,186980.0,58.0,63645.0,4535.0,0.03
2017-06-19,214720.0,100.0,83137.0,4534.0,0.0
2017-06-18,609396.0,123.0,199355.0,4534.0,-0.13
2017-06-15,373292.0,171.0,148707.0,4540.0,-0.36
2017-06-14,76984.0,56.0,26888.0,4556.0,-0.49
2017-06-13,243651.0,103.0,83942.0,4579.0,0.33
2017-06-12,177307.0,100.0,56605.0,4564.0,-0.2
2017-06-11,111830.0,87.0,36935.0,4573.0,-0.36
2017-06-08,90460.0,60.0,32686.0,4589.0,0.03
2017-06-07,126040.0,71.0,43945.0,4588.0,0.36
2017-06-06,172710.0,85.0,58046.0,4571.0,0.33
2017-06-05,227917.0,124.0,73866.0,4556.0,-0.64
2017-06-04,135455.0,66.0,43443.0,4585.0,-0.06
2017-06-01,195568.0,115.0,73761.0,4588.0,0.43
2017-05-31,236715.0,98.0,81685.0,4569.0,-0.94
2017-05-30,300767.0,95.0,97019.0,4612.0,-0.32
2017-05-29,281089.0,136.0,92775.0,4627.0,-0.49
2017-05-28,372509.0,104.0,117617.0,4650.0,1.45
2017-05-24,322816.0,113.0,104995.0,4583.0,-0.44
2017-05-23,521912.0,164.0,170369.0,4603.0,-0.89
2017-05-22,176897.0,80.0,56191.0,4644.0,-0.19
2017-05-21,166985.0,92.0,52278.0,4653.0,0.54
2017-05-18,286417.0,151.0,89337.0,4628.0,0.39
2017-05-17,371346.0,264.0,118421.0,4610.0,-1.12
2017-05-16,365540.0,261.0,114439.0,4662.0,-0.04
2017-05-15,338030.0,238.0,106105.0,4664.0,1.18
2017-05-14,547396.0,287.0,182127.0,4610.0,-0.15
2017-05-11,493919.0,372.0,155977.0,4617.0,-0.58
2017-05-10,648033.0,239.0,213889.0,4644.0,-0.54
2017-05-09,545827.0,318.0,179989.0,4669.0,-0.67
2017-05-08,635152.0,314.0,220808.0,4701.0,0.47
2017-05-07,299056.0,225.0,105714.0,4679.0,-0.05
2017-05-04,172700.0,173.0,54520.0,4681.0,-0.76
2017-05-03,550751.0,353.0,168640.0,4717.0,-0.55
2017-05-02,620576.0,518.0,188450.0,4743.0,0.84
2017-05-01,198639.0,128.0,61253.0,4704.0,-5.08
2017-04-26,1019311.0,416.0,305941.0,4955.0,-0.68
2017-04-25,663939.0,285.0,196142.0,4989.0,-0.6
2017-04-24,1538100.0,403.0,434220.0,5019.0,-0.14
2017-04-23,849688.0,325.0,245388.0,5026.0,-0.63
2017-04-20,1414274.0,414.0,399856.0,5058.0,0.28
2017-04-19,703759.0,177.0,201101.0,5044.0,0.63
2017-04-18,641900.0,164.0,190228.0,5013.0,-0.1
2017-04-17,851805.0,228.0,256686.0,5018.0,0.64
2017-04-16,357618.0,109.0,107756.0,4986.0,-0.64
2017-04-13,465254.0,149.0,135866.0,5018.0,-0.28
2017-04-12,631653.0,203.0,197180.0,5032.0,0.12
2017-04-11,851785.0,235.0,268658.0,5026.0,0.49
2017-04-10,416638.0,157.0,120062.0,5001.0,0.7
2017-04-09,1458268.0,485.0,475307.0,4967.0,-0.66
2017-04-06,760878.0,310.0,252892.0,5000.0,2.06
2017-04-05,364035.0,152.0,118539.0,4899.0,-0.47
2017-04-04,352777.0,130.0,105869.0,4922.0,0.47
2017-04-03,565784.0,271.0,179213.0,4899.0,-0.74
2017-04-02,415291.0,183.0,125591.0,4936.0,-0.04
2017-03-30,456449.0,178.0,131809.0,4938.0,0.0
2017-03-29,1815510.0,519.0,552516.0,4938.0,1.16
2017-03-28,511630.0,172.0,159992.0,4881.0,1.56
2017-03-27,523639.0,200.0,175444.0,4806.0,-0.44
2017-03-26,297432.0,153.0,89454.0,4828.0,-0.31
2017-03-23,213466.0,116.0,71088.0,4843.0,-0.31
2017-03-22,260878.0,145.0,89200.0,4858.0,0.41
2017-03-21,1007382.0,296.0,361954.0,4838.0,0.49
2017-03-20,367469.0,180.0,127551.0,4814.0,0.0
2017-03-19,492068.0,202.0,154985.0,4814.0,-0.73
2017-03-16,328770.0,129.0,101482.0,4850.0,0.38
2017-03-15,518978.0,145.0,155846.0,4831.0,-0.38
2017-03-14,429974.0,135.0,149136.0,4850.0,-0.65
2017-03-13,411653.0,272.0,121149.0,4881.0,1.17
2017-03-12,304007.0,244.0,89171.0,4825.0,-1.28
2017-03-09,547586.0,212.0,159267.0,4887.0,0.72
2017-03-08,441060.0,161.0,130132.0,4852.0,0.29
2017-03-07,615587.0,215.0,183679.0,4838.0,1.29
2017-03-06,196370.0,101.0,61562.0,4776.0,0.42
2017-03-05,231467.0,118.0,69735.0,4757.0,0.07
2017-03-02,193325.0,74.0,59080.0,4753.0,0.1
2017-03-01,116589.0,94.0,36291.0,4748.0,-0.71
2017-02-28,202305.0,81.0,60097.0,4782.0,0.19
2017-02-27,181247.0,94.0,56556.0,4773.0,0.28
2017-02-26,87353.0,70.0,30826.0,4760.0,0.0
2017-02-23,200120.0,146.0,73054.0,4760.0,-0.17
2017-02-22,938577.0,120.0,300212.0,4768.0,-1.18
2017-02-21,384674.0,116.0,114992.0,4825.0,-0.33
2017-02-20,283499.0,87.0,87177.0,4841.0,-0.16
2017-02-19,268256.0,155.0,82893.0,4848.0,-0.46
2017-02-16,795919.0,334.0,243462.0,4870.0,1.23
2017-02-15,403209.0,131.0,128292.0,4811.0,1.86
2017-02-14,431884.0,153.0,139224.0,4723.0,-1.46
2017-02-13,449886.0,181.0,137541.0,4793.0,0.82
2017-02-12,463593.0,169.0,142583.0,4754.0,-0.66
2017-02-09,687298.0,243.0,209121.0,4785.0,-0.44
2017-02-08,1257613.0,139.0,379165.0,4806.0,-0.09
2017-02-07,309078.0,157.0,92248.0,4811.0,-0.04
2017-02-06,167189.0,124.0,53322.0,4812.0,-0.75
2017-02-05,586918.0,176.0,175611.0,4849.0,-0.6
2017-02-02,95426.0,55.0,28273.0,4878.0,-0.46
2017-02-01,269733.0,66.0,80720.0,4901.0,0.32
2017-01-31,217194.0,92.0,62142.0,4885.0,-1.05
2017-01-30,150952.0,88.0,48991.0,4936.0,0.94
2017-01-29,188662.0,91.0,54938.0,4890.0,-0.1
2017-01-26,171910.0,63.0,55439.0,4895.0,0.75
2017-01-25,187139.0,81.0,57506.0,4859.0,-0.46
2017-01-24,249952.0,89.0,74172.0,4881.0,-0.62
2017-01-23,121844.0,46.0,35383.0,4912.0,-0.37
2017-01-22,107420.0,37.0,32611.0,4930.0,0.19
2017-01-19,240243.0,80.0,71541.0,4921.0,-0.08
2017-01-18,138988.0,51.0,41974.0,4925.0,-0.04
2017-01-17,268801.0,91.0,95599.0,4927.0,-0.02
2017-01-16,184175.0,88.0,55249.0,4928.0,-0.11
2017-01-15,170751.0,56.0,50161.0,4933.0,-0.32
2017-01-12,186654.0,98.0,55339.0,4949.0,-0.37
2017-01-11,442656.0,140.0,152896.0,4968.0,0.37
2017-01-10,188362.0,105.0,61529.0,4949.0,-0.27
2017-01-09,304031.0,111.0,92876.0,4962.0,1.2
2017-01-08,71406.0,50.0,21532.0,4903.0,-0.32
2017-01-05,618010.0,153.0,220488.0,4919.0,-0.17
2017-01-04,133342.0,64.0,40182.0,4928.0,-0.32
2017-01-03,151791.0,77.0,45153.0,4943.0,-0.69
2017-01-02,293870.0,70.0,85744.0,4977.0,0.74
2016-12-29,312540.0,158.0,99632.0,4941.0,-0.28
2016-12-28,367186.0,112.0,111532.0,4955.0,0.02
2016-12-27,470281.0,124.0,140908.0,4954.0,-0.8
2016-12-26,669511.0,204.0,194086.0,4993.0,0.05
2016-12-22,194562.0,89.0,65822.0,4991.0,0.37
2016-12-21,221059.0,114.0,63748.0,4972.0,-1.07
2016-12-20,365904.0,145.0,113820.0,5026.0,0.29
2016-12-19,200811.0,89.0,59428.0,5012.0,-0.23
2016-12-18,646209.0,163.0,196852.0,5023.0,-0.34
2016-12-15,307607.0,125.0,95117.0,5041.0,0.57
2016-12-14,163295.0,69.0,46605.0,5012.0,-0.91
2016-12-13,217207.0,138.0,63396.0,5058.0,-0.01
2016-12-11,458396.0,235.0,136601.0,5059.0,1.55
2016-12-08,202532.0,90.0,59067.0,4981.0,0.55
2016-12-07,142377.0,61.0,43997.0,4954.0,0.0
2016-12-06,226814.0,108.0,69075.0,4954.0,0.83
2016-12-05,153459.0,91.0,44564.0,4913.0,-0.39
2016-12-04,550547.0,136.0,162134.0,4932.0,0.24
2016-12-01,449075.0,151.0,155054.0,4920.0,-0.64
2016-11-30,469640.0,181.0,138590.0,4952.0,1.46
2016-11-29,141165.0,97.0,43278.0,4881.0,-0.5
2016-11-28,128645.0,76.0,39639.0,4905.0,-0.47
2016-11-27,139256.0,91.0,50333.0,4929.0,1.02
2016-11-24,176602.0,91.0,56387.0,4879.0,0.08
2016-11-23,274297.0,156.0,83911.0,4875.0,0.14
2016-11-22,217288.0,88.0,67876.0,4868.0,-0.03
2016-11-21,262676.0,133.0,84390.0,4870.0,-0.16
2016-11-20,314921.0,191.0,100167.0,4877.0,-0.43
2016-11-17,372702.0,142.0,134003.0,4898.0,-0.21
2016-11-16,287859.0,137.0,86362.0,4909.0,-0.51
2016-11-15,221835.0,125.0,75393.0,4933.0,0.13
2016-11-14,381078.0,169.0,147566.0,4927.0,-0.85
2016-11-13,293120.0,93.0,90991.0,4969.0,-0.86
2016-11-10,403393.0,106.0,119040.0,5012.0,-0.08
2016-11-09,509976.0,156.0,164824.0,5016.0,0.68
2016-11-08,181932.0,102.0,65268.0,4983.0,0.4
2016-11-07,131278.0,82.0,41030.0,4963.0,-0.18
2016-11-06,450437.0,128.0,136931.0,4972.0,0.88
2016-11-03,112021.0,55.0,33622.0,4929.0,-0.42
2016-11-02,210065.0,129.0,63233.0,4950.0,0.31
2016-11-01,112806.0,77.0,33739.0,4934.0,-0.26
2016-10-31,229333.0,119.0,65027.0,4947.0,-0.57
2016-10-30,811863.0,209.0,239076.0,4975.0,0.5
2016-10-27,218571.0,53.0,63303.0,4950.0,0.32
2016-10-26,195993.0,97.0,59388.0,4935.0,-1.44
2016-10-25,396793.0,165.0,120589.0,5007.0,1.41
2016-10-24,163584.0,123.0,54201.0,4937.0,-1.32
2016-10-23,58016.0,44.0,17726.0,5003.0,-1.01
2016-10-20,362126.0,137.0,106480.0,5054.0,-0.8
2016-10-19,348925.0,165.0,106059.0,5095.0,0.28
2016-10-18,316843.0,181.0,102591.0,5081.0,-0.71
2016-10-17,512282.0,221.0,186878.0,5117.0,0.11
2016-10-16,507302.0,266.0,174329.0,5112.0,2.0
2016-10-13,307212.0,158.0,96336.0,5011.0,0.5
2016-10-12,181060.0,84.0,53752.0,4986.0,0.61
2016-10-11,410623.0,75.0,121229.0,4956.0,-0.15
2016-10-10,440945.0,130.0,141362.0,4963.0,-0.32
2016-10-09,422457.0,174.0,145993.0,4979.0,1.02
2016-10-06,264844.0,67.0,79378.0,4929.0,0.27
2016-10-05,84362.0,54.0,24793.0,4916.0,-0.24
2016-10-04,177195.0,108.0,54932.0,4927.0,-0.24
2016-10-03,69988.0,72.0,22477.0,4939.0,-1.0
2016-09-29,571420.0,142.0,165696.0,4989.0,-0.28
2016-09-28,198024.0,58.0,56523.0,5003.0,-0.63
2016-09-27,365318.0,100.0,104118.0,5035.0,0.13
2016-09-26,445532.0,153.0,124942.0,5028.0,0.0
2016-09-25,226238.0,84.0,64731.0,5028.0,-0.57
2016-09-22,223330.0,108.0,63654.0,5057.0,-0.31
2016-09-21,5059566.0,258.0,2002189.0,5073.0,0.84
2016-09-19,173389.0,88.0,50740.0,5030.0,-0.13
2016-09-18,227493.0,110.0,64235.0,5037.0,-0.57
2016-09-08,633129.0,342.0,191373.0,5066.0,2.66
2016-09-07,242379.0,128.0,72312.0,4935.0,0.37
2016-09-06,304864.0,145.0,91985.0,4917.0,0.97
2016-09-05,88797.0,70.0,26197.0,4869.0,0.19
2016-09-04,106706.0,60.0,33385.0,4860.0,0.65
2016-09-01,246238.0,91.0,72911.0,4828.0,-0.14
2016-08-31,170995.0,84.0,55467.0,4835.0,0.6
2016-08-30,303811.0,171.0,90193.0,4806.0,0.44
2016-08-29,150858.0,138.0,46209.0,4785.0,-0.9
2016-08-28,393594.0,299.0,116446.0,4829.0,-1.39
2016-08-25,242136.0,147.0,75414.0,4897.0,-0.77
2016-08-24,483646.0,207.0,137760.0,4935.0,-0.55
2016-08-23,228594.0,165.0,66026.0,4962.0,0.13
2016-08-22,142649.0,112.0,40577.0,4956.0,-0.68
2016-08-21,243061.0,92.0,70564.0,4990.0,0.96
2016-08-18,100793.0,59.0,31433.0,4942.0,-0.6
2016-08-17,621118.0,106.0,176379.0,4972.0,-0.18
2016-08-16,552420.0,91.0,154302.0,4982.0,-0.35
2016-08-15,721251.0,124.0,201950.0,4999.0,0.32
2016-08-14,674411.0,142.0,191572.0,4983.0,-0.26
2016-08-11,1740908.0,387.0,489544.0,4996.0,0.42
2016-08-10,567040.0,113.0,165787.0,4975.0,-0.27
2016-08-09,511186.0,120.0,145429.0,4988.0,0.13
2016-08-08,903879.0,154.0,255169.0,4982.0,-0.21
2016-08-07,311097.0,86.0,90197.0,4992.0,0.42
2016-08-04,157981.0,162.0,45799.0,4971.0,-0.96
2016-08-03,467110.0,248.0,129667.0,5020.0,0.08
2016-08-02,714762.0,214.0,208496.0,5016.0,3.51
2016-08-01,131649.0,110.0,39958.0,4846.0,1.51
2016-07-31,429476.0,88.0,129927.0,4773.0,-0.57
2016-07-28,201043.0,112.0,59116.0,4801.0,1.87
2016-07-27,169370.0,119.0,48206.0,4713.0,-1.82
2016-07-26,90105.0,78.0,27211.0,4800.0,-0.71
2016-07-25,137641.0,88.0,41728.0,4835.0,-1.12
2016-07-24,50822.0,42.0,15778.0,4890.0,-0.72
2016-07-21,27352.0,55.0,8623.0,4925.0,0.73
2016-07-20,246978.0,118.0,80684.0,4890.0,-0.72
2016-07-19,205231.0,122.0,67428.0,4925.0,0.04
2016-07-18,167234.0,122.0,50108.0,4923.0,1.9
2016-07-17,49710.0,58.0,15369.0,4832.0,0.28
2016-07-14,77307.0,75.0,23067.0,4819.0,-0.09
2016-07-13,90396.0,60.0,27653.0,4823.0,-0.21
2016-07-12,77576.0,78.0,24651.0,4833.0,0.33
2016-07-11,59726.0,62.0,19093.0,4817.0,-0.52
2016-07-10,149565.0,93.0,44527.0,4842.0,0.33
2016-07-04,278335.0,138.0,84666.0,4827.0,1.06
2016-07-03,165077.0,95.0,57901.0,4776.0,0.95
2016-06-30,160769.0,145.0,49789.0,4731.0,0.55
2016-06-29,88058.0,82.0,27544.0,4705.0,1.18
2016-06-28,163878.0,113.0,51930.0,4650.0,0.0
2016-06-27,263912.0,151.0,84409.0,4650.0,-2.34
2016-06-26,111021.0,106.0,35849.0,4762.0,-1.09
2016-06-23,118107.0,105.0,40496.0,4814.0,-0.57
2016-06-22,83516.0,81.0,26215.0,4842.0,0.1
2016-06-21,253700.0,126.0,77265.0,4837.0,-0.62
2016-06-20,254282.0,207.0,75171.0,4867.0,0.65
2016-06-19,324145.0,170.0,74052.0,4835.0,-0.62
2016-06-16,512878.0,160.0,114477.0,4866.0,-0.14
2016-06-15,99599.0,48.0,21765.0,4872.0,-0.47
2016-06-14,171592.0,80.0,43278.0,4896.0,0.15
2016-06-13,220423.0,107.0,50797.0,4888.0,0.02
2016-06-12,367296.0,88.0,63383.0,4887.0,-0.87
2016-06-09,114889.0,97.0,29590.0,4930.0,0.97
2016-06-08,107858.0,94.0,24188.0,4883.0,0.84
2016-06-07,109707.0,79.0,27112.0,4842.0,0.17
2016-06-06,473249.0,197.0,117623.0,4834.0,1.04
2016-06-05,327452.0,109.0,79335.0,4784.0,-0.66
2016-06-01,242497.0,165.0,56623.0,4816.0,0.39
2016-05-31,194782.0,136.0,46320.0,4798.0,-0.97
2016-05-30,102742.0,92.0,24145.0,4845.0,0.01
2016-05-29,205733.0,135.0,46318.0,4844.0,-1.57
2016-05-26,160217.0,52.0,34333.0,4921.0,0.42
2016-05-24,168628.0,72.0,36852.0,4901.0,-0.08
2016-05-23,137879.0,77.0,30228.0,4905.0,-0.1
2016-05-22,62043.0,62.0,15319.0,4910.0,-0.73
2016-05-19,335612.0,125.0,79740.0,4946.0,2.04
2016-05-18,79576.0,49.0,27341.0,4847.0,0.0
